dist,idx_problem,n_segments,displace_func,reoptm_standard_form,reoptm_ldr,reoptm_pwldr_uniform,reoptm_pwldr_optimize,reoptm_eev,dr_ldr,dr_pwldr_uniform,dr_pwldr_optimize,obj_value_ldr,obj_value_pwldr_uniform,obj_value_pwldr_optimize,obj_value_eev,obj_value_standard_form,ws,opt_time
"Unif 10,90",1,5,ls_independent,25951.11741948512,35460.432888249496,26488.967324263576,26095.682791887553,26007.45962525053,35499.03637149383,30074.97574351931,30019.047554084533,35472.687581763916,30030.218649031798,29965.114299615117,22969.495413966313,26343.404184592673,23049.034772599654,15.091000080108643
"Unif 10,90",1,5,ls_dependent,25951.11741948512,35460.432888249496,26488.967324263576,26095.433857915305,26007.45962525053,35499.03637149383,30074.97574351931,30018.834954614,35472.687581763916,30030.218649031798,29964.741367885144,22969.495413966313,26343.404184592673,23049.034772599654,24.937999963760376
"Unif 10,90",1,6,black_box,25951.11741948512,35460.432888249496,25957.785720964483,26069.13347003431,26007.45962525053,35499.03637149383,30118.85284936398,30026.095736227155,35472.687581763916,30071.23835032422,29974.222638488223,22969.495413966313,26343.404184592673,23049.034772599654,53.73599982261658
"Unif 10,90",1,6,ls_independent,25951.11741948512,35460.432888249496,25957.785720964483,26092.52581646549,26007.45962525053,35499.03637149383,30118.85284936398,30006.574777514215,35472.687581763916,30071.23835032422,29952.549704770376,22969.495413966313,26343.404184592673,23049.034772599654,62.25099992752075
"Unif 10,90",1,6,ls_dependent,25951.11741948512,35460.432888249496,25957.785720964483,26102.1114320868,26007.45962525053,35499.03637149383,30118.85284936398,30005.483617461025,35472.687581763916,30071.23835032422,29952.304863772482,22969.495413966313,26343.404184592673,23049.034772599654,29.138000011444092
"Unif 10,90",1,7,black_box,25951.11741948512,35460.432888249496,26181.45396802081,26138.82884459547,26007.45962525053,35499.03637149383,30023.878991523317,30027.02301432465,35472.687581763916,29975.136095061484,29966.695690110362,22969.495413966313,26343.404184592673,23049.034772599654,72.61500000953674
"Unif 10,90",1,7,ls_independent,25951.11741948512,35460.432888249496,26181.45396802081,26088.779164006115,26007.45962525053,35499.03637149383,30023.878991523317,30007.137543369823,35472.687581763916,29975.136095061484,29952.55675041829,22969.495413966313,26343.404184592673,23049.034772599654,43.63599991798401
"Unif 10,90",1,7,ls_dependent,25951.11741948512,35460.432888249496,26181.45396802081,26095.38695451314,26007.45962525053,35499.03637149383,30023.878991523317,30005.18060190485,35472.687581763916,29975.136095061484,29951.113341246688,22969.495413966313,26343.404184592673,23049.034772599654,150.23399996757507
"Unif 10,90",1,8,black_box,25951.11741948512,35460.432888249496,26222.62998380977,26144.533074859035,26007.45962525053,35499.03637149383,30044.885291347917,30024.380409679317,35472.687581763916,30000.919288224915,29970.624234290564,22969.495413966313,26343.404184592673,23049.034772599654,91.34299993515015
"Unif 10,90",1,8,ls_independent,25951.11741948512,35460.432888249496,26222.62998380977,26088.658214899766,26007.45962525053,35499.03637149383,30044.885291347917,30003.845764498685,35472.687581763916,30000.919288224915,29950.674910245234,22969.495413966313,26343.404184592673,23049.034772599654,94.03600001335144
"Unif 10,90",1,8,ls_dependent,25951.11741948512,35460.432888249496,26222.62998380977,26088.658214899766,26007.45962525053,35499.03637149383,30044.885291347917,30003.845764498677,35472.687581763916,30000.919288224915,29950.674910245216,22969.495413966313,26343.404184592673,23049.034772599654,35.41499996185303
"Unif 10,90",1,9,black_box,25951.11741948512,35460.432888249496,26065.96012368503,26028.34589553902,26007.45962525053,35499.03637149383,30027.18918460458,30010.681066577778,35472.687581763916,29976.11875105093,29957.6178204221,22969.495413966313,26343.404184592673,23049.034772599654,110.90100002288818
"Unif 10,90",1,9,ls_independent,25951.11741948512,35460.432888249496,26065.96012368503,26089.680481964282,26007.45962525053,35499.03637149383,30027.18918460458,30003.583934877974,35472.687581763916,29976.11875105093,29950.218828889698,22969.495413966313,26343.404184592673,23049.034772599654,95.3510000705719
"Unif 10,90",1,9,ls_dependent,25951.11741948512,35460.432888249496,26065.96012368503,26089.680481964282,26007.45962525053,35499.03637149383,30027.18918460458,30003.58393487796,35472.687581763916,29976.11875105093,29950.21882888969,22969.495413966313,26343.404184592673,23049.034772599654,56.651999950408936
