dist,idx_problem,n_segments,displace_func,reoptm_standard_form,reoptm_ldr,reoptm_pwldr_uniform,reoptm_pwldr_optimize,reoptm_eev,dr_ldr,dr_pwldr_uniform,dr_pwldr_optimize,obj_value_ldr,obj_value_pwldr_uniform,obj_value_pwldr_optimize,obj_value_eev,obj_value_standard_form,ws,opt_time
"Unif 10,90",1,2,black_box,29676.279372750898,30168.849867906778,29873.57804932426,22233.514389534004,24412.95801448989,22595.545930091896,13482.277068957563,3340.319150998645,22522.24199227699,13445.728258904903,-11869.860157684825,23345.68999570944,30018.413108670244,23525.82659256769,22.979000091552734
"Unif 10,90",1,2,ls_independent,29676.279372750898,30168.849867906778,29873.57804932426,27180.039836895932,24412.95801448989,22595.545930091896,13482.277068957563,10351.002665058048,22522.24199227699,13445.728258904903,-20220.391824621496,23345.68999570944,30018.413108670244,23525.82659256769,7.047999858856201
