idx_p,idx_v,nb,displace_func,metric,value_uni,value_opt,time_uni,time_opt
1,1,1,black_box,obj_pwldr,27411.484929863214,27340.786932194304,0.03000020980834961,7.667999982833862
1,1,1,black_box,dr_pwldr,27337.067014372074,27279.349241418047,0.03000020980834961,7.667999982833862
1,1,1,black_box,reopt_pwldr,25849.047900191825,26367.84374428715,0.03000020980834961,7.667999982833862
1,1,1,local_search,obj_pwldr,27411.484929863214,27340.786932194304,0.03000020980834961,0.1770000457763672
1,1,1,local_search,dr_pwldr,27337.067014372074,27279.349241418047,0.03000020980834961,0.1770000457763672
1,1,1,local_search,reopt_pwldr,25849.047900191825,26367.84374428715,0.03000020980834961,0.1770000457763672
1,1,2,black_box,obj_pwldr,27363.346694668195,27333.099390663792,0.025999784469604492,1.442000150680542
1,1,2,black_box,dr_pwldr,27308.20640088982,27270.70844405996,0.025999784469604492,1.442000150680542
1,1,2,black_box,reopt_pwldr,26660.311546019584,26327.02230867844,0.025999784469604492,1.442000150680542
1,1,2,local_search,obj_pwldr,27363.346694668195,27333.067682454002,0.025999784469604492,0.09199976921081543
1,1,2,local_search,dr_pwldr,27308.20640088982,27272.445320517803,0.025999784469604492,0.09199976921081543
1,1,2,local_search,reopt_pwldr,26660.311546019584,26390.121530949167,0.025999784469604492,0.09199976921081543
1,1,3,black_box,obj_pwldr,27403.795550563675,27333.104617876113,0.03000020980834961,1.749000072479248
1,1,3,black_box,dr_pwldr,27329.479362302045,27271.823067197998,0.03000020980834961,1.749000072479248
1,1,3,black_box,reopt_pwldr,25849.047900191825,26368.203424448067,0.03000020980834961,1.749000072479248
1,1,3,local_search,obj_pwldr,27403.795550563675,27333.104617876113,0.03000020980834961,0.09200000762939453
1,1,3,local_search,dr_pwldr,27329.479362302045,27271.823067197998,0.03000020980834961,0.09200000762939453
1,1,3,local_search,reopt_pwldr,25849.047900191825,26368.203424448067,0.03000020980834961,0.09200000762939453
1,1,4,black_box,obj_pwldr,27334.899016925414,27332.74140531803,0.029000043869018555,1.9920001029968262
1,1,4,black_box,dr_pwldr,27272.78069339612,27270.406050380832,0.029000043869018555,1.9920001029968262
1,1,4,black_box,reopt_pwldr,26335.754215409183,26329.36058288667,0.029000043869018555,1.9920001029968262
1,1,4,local_search,obj_pwldr,27334.899016925414,27332.539733601247,0.029000043869018555,0.17300009727478027
1,1,4,local_search,dr_pwldr,27272.78069339612,27271.230754398515,0.029000043869018555,0.17300009727478027
1,1,4,local_search,reopt_pwldr,26335.754215409183,26367.6691635962,0.029000043869018555,0.17300009727478027
1,1,5,black_box,obj_pwldr,27358.220441801823,27332.67466179817,0.03299999237060547,2.324000120162964
1,1,5,black_box,dr_pwldr,27303.40082060366,27270.44091826605,0.03299999237060547,2.324000120162964
1,1,5,black_box,reopt_pwldr,26660.311546019577,26333.165904465306,0.03299999237060547,2.324000120162964
1,1,5,local_search,obj_pwldr,27358.220441801823,27332.519202230964,0.03299999237060547,0.22799992561340332
1,1,5,local_search,dr_pwldr,27303.40082060366,27271.137283036765,0.03299999237060547,0.22799992561340332
1,1,5,local_search,reopt_pwldr,26660.311546019577,26365.13200765555,0.03299999237060547,0.22799992561340332
1,1,6,black_box,obj_pwldr,27339.666938048384,27332.639771952705,0.04200005531311035,2.7649998664855957
1,1,6,black_box,dr_pwldr,27274.56895257904,27271.310052034205,0.04200005531311035,2.7649998664855957
1,1,6,black_box,reopt_pwldr,26196.658216576194,26366.772261095564,0.04200005531311035,2.7649998664855957
1,1,6,local_search,obj_pwldr,27339.666938048384,27332.639771952705,0.04200005531311035,0.23799991607666016
1,1,6,local_search,dr_pwldr,27274.56895257904,27271.310052034205,0.04200005531311035,0.23799991607666016
1,1,6,local_search,reopt_pwldr,26196.658216576194,26366.772261095564,0.04200005531311035,0.23799991607666016
1,1,7,black_box,obj_pwldr,27335.229789494642,27332.659085279796,0.03800010681152344,3.0370001792907715
1,1,7,black_box,dr_pwldr,27276.260841818046,27271.25486239717,0.03800010681152344,3.0370001792907715
1,1,7,black_box,reopt_pwldr,26457.463214388095,26364.285019720417,0.03800010681152344,3.0370001792907715
1,1,7,local_search,obj_pwldr,27335.229789494642,27332.659085279796,0.03800010681152344,0.2870001792907715
1,1,7,local_search,dr_pwldr,27276.260841818046,27271.25486239717,0.03800010681152344,0.2870001792907715
1,1,7,local_search,reopt_pwldr,26457.463214388095,26364.285019720424,0.03800010681152344,0.2870001792907715
1,1,8,black_box,obj_pwldr,27347.472208766856,27332.594121796297,0.03800010681152344,3.505000114440918
1,1,8,black_box,dr_pwldr,27280.357048884965,27271.493170156315,0.03800010681152344,3.505000114440918
1,1,8,black_box,reopt_pwldr,26119.382661668977,26374.436961487027,0.03800010681152344,3.505000114440918
1,1,8,local_search,obj_pwldr,27347.472208766856,27332.52530377896,0.03800010681152344,0.41499996185302734
1,1,8,local_search,dr_pwldr,27280.357048884965,27270.797679785122,0.03800010681152344,0.41499996185302734
1,1,8,local_search,reopt_pwldr,26119.382661668977,26352.991329604047,0.03800010681152344,0.41499996185302734
1,1,9,black_box,obj_pwldr,27333.053565893515,27332.590876399667,0.04800009727478027,3.9160001277923584
1,1,9,black_box,dr_pwldr,27270.882704058025,27271.236444112,0.04800009727478027,3.9160001277923584
1,1,9,black_box,reopt_pwldr,26335.754215409183,26366.11966996591,0.04800009727478027,3.9160001277923584
1,1,9,local_search,obj_pwldr,27333.053565893515,27332.573723997586,0.04800009727478027,0.5420000553131104
1,1,9,local_search,dr_pwldr,27270.882704058025,27270.679846815096,0.04800009727478027,0.5420000553131104
1,1,9,local_search,reopt_pwldr,26335.754215409183,26346.75625048001,0.04800009727478027,0.5420000553131104
1,1,10,black_box,obj_pwldr,27339.48081104301,27332.559286368716,0.046000003814697266,4.3420000076293945
1,1,10,black_box,dr_pwldr,27281.647788236187,27271.125521239406,0.046000003814697266,4.3420000076293945
1,1,10,black_box,reopt_pwldr,26512.785486651246,26363.428873767156,0.046000003814697266,4.3420000076293945
1,1,10,local_search,obj_pwldr,27339.48081104301,27332.559286368716,0.046000003814697266,0.5119998455047607
1,1,10,local_search,dr_pwldr,27281.647788236187,27271.125521239406,0.046000003814697266,0.5119998455047607
1,1,10,local_search,reopt_pwldr,26512.785486651246,26363.428873767156,0.046000003814697266,0.5119998455047607
1,2,1,black_box,obj_pwldr,27358.04447816246,27243.579844712418,0.023000001907348633,2.322000026702881
1,2,1,black_box,dr_pwldr,27377.547919094028,27246.76633075554,0.023000001907348633,2.322000026702881
1,2,1,black_box,reopt_pwldr,25832.963896840556,26693.00445370784,0.023000001907348633,2.322000026702881
1,2,1,local_search,obj_pwldr,27358.04447816246,27243.195093838458,0.023000001907348633,0.07600021362304688
1,2,1,local_search,dr_pwldr,27377.547919094028,27248.265050584512,0.023000001907348633,0.07600021362304688
1,2,1,local_search,reopt_pwldr,25832.963896840556,26609.292952296943,0.023000001907348633,0.07600021362304688
1,2,2,black_box,obj_pwldr,27204.743218130716,27202.241908859556,0.037999868392944336,4.153000116348267
1,2,2,black_box,dr_pwldr,27209.029521085537,27206.602846023,0.037999868392944336,4.153000116348267
1,2,2,black_box,reopt_pwldr,26622.688063379028,26621.334641533766,0.037999868392944336,4.153000116348267
1,2,2,local_search,obj_pwldr,27204.743218130716,27202.241908859556,0.037999868392944336,0.09200000762939453
1,2,2,local_search,dr_pwldr,27209.029521085537,27206.602846023,0.037999868392944336,0.09200000762939453
1,2,2,local_search,reopt_pwldr,26622.688063379028,26621.334641533766,0.037999868392944336,0.09200000762939453
1,2,3,black_box,obj_pwldr,27278.29628548821,27202.31361448361,0.0559999942779541,7.230000019073486
1,2,3,black_box,dr_pwldr,27277.431996928506,27207.449303567406,0.0559999942779541,7.230000019073486
1,2,3,black_box,reopt_pwldr,27026.510593024886,26585.29556599094,0.0559999942779541,7.230000019073486
1,2,3,local_search,obj_pwldr,27278.29628548821,27202.062866295983,0.0559999942779541,0.44500017166137695
1,2,3,local_search,dr_pwldr,27277.431996928506,27206.326016907326,0.0559999942779541,0.44500017166137695
1,2,3,local_search,reopt_pwldr,27026.510593024886,26625.534377470885,0.0559999942779541,0.44500017166137695
1,2,4,black_box,obj_pwldr,27230.31457728336,27200.24250019687,0.06700015068054199,11.592999935150146
1,2,4,black_box,dr_pwldr,27242.571445464207,27204.93031688077,0.06700015068054199,11.592999935150146
1,2,4,black_box,reopt_pwldr,26299.026079250445,26606.336988626215,0.06700015068054199,11.592999935150146
1,2,4,local_search,obj_pwldr,27230.31457728336,27198.76643501912,0.06700015068054199,1.99399995803833
1,2,4,local_search,dr_pwldr,27242.571445464207,27203.49958170846,0.06700015068054199,1.99399995803833
1,2,4,local_search,reopt_pwldr,26299.026079250445,26603.568950935107,0.06700015068054199,1.99399995803833
1,2,5,black_box,obj_pwldr,27202.320023460372,27199.550626333294,0.08500003814697266,14.253000020980835
1,2,5,black_box,dr_pwldr,27206.547036432996,27203.585037468292,0.08500003814697266,14.253000020980835
1,2,5,black_box,reopt_pwldr,26622.688063379035,26635.803968761065,0.08500003814697266,14.253000020980835
1,2,5,local_search,obj_pwldr,27202.320023460372,27199.04563614463,0.08500003814697266,1.5239999294281006
1,2,5,local_search,dr_pwldr,27206.547036432996,27203.634445698382,0.08500003814697266,1.5239999294281006
1,2,5,local_search,reopt_pwldr,26622.688063379035,26608.469888468233,0.08500003814697266,1.5239999294281006
1,2,6,black_box,obj_pwldr,27224.874105095714,27199.40717609889,0.11399984359741211,17.542999982833862
1,2,6,black_box,dr_pwldr,27226.19619338603,27204.423816628,0.11399984359741211,17.542999982833862
1,2,6,black_box,reopt_pwldr,26852.34662490121,26588.823054206954,0.11399984359741211,17.542999982833862
1,2,6,local_search,obj_pwldr,27224.874105095714,27199.17885683238,0.11399984359741211,2.510999917984009
1,2,6,local_search,dr_pwldr,27226.19619338603,27204.263586525532,0.11399984359741211,2.510999917984009
1,2,6,local_search,reopt_pwldr,26852.34662490121,26588.313532213822,0.11399984359741211,2.510999917984009
1,2,7,black_box,obj_pwldr,27209.20318637568,27199.035878430528,0.18700003623962402,22.710999965667725
1,2,7,black_box,dr_pwldr,27218.78368166356,27203.91742395495,0.18700003623962402,22.710999965667725
1,2,7,black_box,reopt_pwldr,26417.485647320005,26594.383655369664,0.18700003623962402,22.710999965667725
1,2,7,local_search,obj_pwldr,27209.20318637568,27198.854865699734,0.18700003623962402,5.011999845504761
1,2,7,local_search,dr_pwldr,27218.78368166356,27203.793876687683,0.18700003623962402,5.011999845504761
